,Unnamed: 0,author,year,title,blob,vader,afinn,blob_zscore,vader_zscore,afinn_zscore,blob_zscore_outliers,vader_zscore_outliers,afinn_zscore_outliers,co2,co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,coal_co2,cumulative_coal_co2,coal_co2_per_capita,gdp
279,279,kokogiannakis,2012,Impact of material surface.txt,0.0125398089389566,0.0312397727272727,0.0034675913576953,-0.8034181838495675,-0.7175123530887044,-0.9275735761439832,-0.8034181838495675,-0.7175123530887044,-0.9275735761439832,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
280,280,kong,2020,Optimal.txt,0.0335521992888064,0.0525537337662337,0.0081669691470054,0.663075272679926,-0.0846316299642786,-0.6065518502800469,0.663075272679926,-0.0846316299642786,-0.6065518502800469,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
281,281,kosa,2020,Dynamic and steady.txt,0.0216330480321533,0.0764878727634194,0.0220385674931129,-0.1687842651566125,0.6260506861106409,0.3410383714911076,-0.1687842651566125,0.6260506861106409,0.3410383714911076,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
282,282,kumar and reddy,2012,energy exe.txt,0.0144709645422625,0.0442073126142596,-0.0158918758354374,-0.6686392744234644,-0.3324639800613153,-2.2500485608713063,-0.6686392744234644,-0.3324639800613153,-2.2500485608713063,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
283,283,kumar etal,2019,A review status on alternativ.txt,0.0220119689483741,0.0860851485148516,0.0202921282227232,-0.1423386759148422,0.9110249715795882,0.2217364183745947,-0.1423386759148422,0.9110249715795882,0.2217364183745947,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
284,284,kumar etal,2020,The role of nanot.txt,0.0365592695100891,0.0619196721311475,0.0294009555310547,0.872944246624025,0.1934734972005025,0.8439744239609552,0.872944246624025,0.1934734972005025,0.8439744239609552,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
285,285,Lalzad,2013,desalination plant.txt,0.0119194001955439,0.012283551198257,0.0108425168858869,-0.8467176537071164,-1.280384133095254,-0.4237810684286912,-0.8467176537071164,-1.280384133095254,-0.4237810684286912,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
286,286,Laseinde and Ramere,2018,vertical support.txt,0.0243083341922627,0.0490661904761905,0.023744063984004,0.017928887551041,-0.1881881164988864,0.4575434603575879,0.017928887551041,-0.1881881164988864,0.4575434603575879,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
287,287,lau etal,2012,A preliminary study o.txt,0.023665649215247,0.0306509383378016,0.0228898426323319,-0.0269252817134319,-0.7349967584288383,0.3991902857719241,-0.0269252817134319,-0.7349967584288383,0.3991902857719241,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
288,288,law etal,2013,heat pump and an organic Rankine.txt,0.0148978392297357,0.0160957680250783,0.0186915887850467,-0.638846903088516,-1.1671870348339082,0.1124011072691535,-0.638846903088516,-1.1671870348339082,0.1124011072691535,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
289,289,lazzarin and noro,2016,Energy efficiency.txt,0.0312625494211816,0.0668668908819132,0.0161717420087005,0.5032763877025537,0.3403724886510351,-0.0597335023158481,0.5032763877025537,0.3403724886510351,-0.0597335023158481,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
290,290,Lazzarin etal,2008,electronic expansion valves.txt,0.025736817553869,0.0379591474245115,0.0346680999731255,0.1176253746083463,-0.5179922962790409,1.2037811632732327,0.1176253746083463,-0.5179922962790409,1.2037811632732327,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
291,291,Lazzarin etal,2013,annual air conditioning.txt,0.0237650191570881,0.0229318620689655,0.0122673434856175,-0.0199900702948676,-0.9642012015609032,-0.3264489715832643,-0.0199900702948676,-0.9642012015609032,-0.3264489715832643,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
292,292,lazzarin etal,2018,Hybrid PCM aluminium foa.txt,0.041931970164609,0.0464090277777777,0.0287234042553191,1.2479149292813383,-0.2670879064983463,0.7976898540349671,1.2479149292813383,-0.2670879064983463,0.7976898540349671,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
293,293,Lazzarin,2007,absorption chillers.txt,0.0124773307317394,0.0025325726141078,0.0071297148114075,-0.8077786531029085,-1.5699223548376338,-0.6774082895582296,-0.8077786531029085,-1.5699223548376338,-0.6774082895582296,31493.742,4.696,2.98,910.212,1244213.89,12811.338,601452.662,1.91,
294,294,Lazzarin,2007,Solar cooling plants.txt,0.0185972796986012,0.0266662261380323,0.0245170876671619,-0.3806561332577796,-0.8533158045143072,0.510349897300275,-0.3806561332577796,-0.8533158045143072,0.510349897300275,31493.742,4.696,2.98,910.212,1244213.89,12811.338,601452.662,1.91,
295,295,lee etal,2013,high rise.txt,-0.0012184082021038,0.0205489769820971,0.0044549266247379,-1.763629519873097,-1.0349567985211745,-0.8601271852295667,-1.763629519873097,-1.0349567985211745,-0.8601271852295667,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
296,296,lee etal,2013,Rooftop photovoltaic.txt,0.0423380458596405,0.0807749169435216,0.0290548624166809,1.2762557005931372,0.7533469505548611,0.8203322709213229,1.2762557005931372,0.7533469505548611,0.8203322709213229,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
297,297,Lee etal,2017,Cooling combinations.txt,0.0062933679831828,0.0267695286195286,0.0028019925280199,-1.2393688127748337,-0.8502484183503555,-0.9730416560930956,-1.2393688127748337,-0.8502484183503555,-0.9730416560930956,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
298,298,lee etal,2020,Experimental.txt,0.0330455904334828,0.0525125560538116,0.0158582089552238,0.6277181067895968,-0.085854329976101,-0.0811514275082933,0.6277181067895968,-0.085854329976101,-0.0811514275082933,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
299,299,lee etal,2020,Performance estimation.txt,0.0198497635796743,0.0188501785714285,0.0063784549964564,-0.2932429743824311,-1.0853996404040729,-0.7287280031842416,-0.2932429743824311,-1.0853996404040729,-0.7287280031842416,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
300,300,li and dai,2019,Energy.txt,0.0208029519043505,0.0837290209790209,0.0126477866373384,-0.2267182041062147,0.8410638932082741,-0.3004603146516241,-0.2267182041062147,0.8410638932082741,-0.3004603146516241,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
301,301,li and liang,2018,The economi.txt,0.0127275089446322,0.1573742465753424,0.036036036036036,-0.7903182544493063,3.027829813670583,1.2972269800334828,-0.7903182544493063,,1.2972269800334828,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
302,302,li and shuan,2020,Research on freq.txt,0.0412782753156034,0.0768402750491158,0.0204785514119422,1.20229236075521,0.636514654445506,0.234471273205859,1.20229236075521,0.636514654445506,0.234471273205859,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
303,303,li and yang,2010,Energy and exergy analysis.txt,0.0118057524912363,0.0410434243176178,0.0054533060668029,-0.8546493364876967,-0.4264100987298883,-0.7919263497300544,-0.8546493364876967,-0.4264100987298883,-0.7919263497300544,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
304,304,li and zhang,2020,Developing the tran.txt,0.0145176247273179,0.0519793733681461,0.0271934325295023,-0.6653827740955661,-0.1016862554940553,0.693175131881323,-0.6653827740955661,-0.1016862554940553,0.693175131881323,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
305,305,li and zhang,2020,Ecological efficiency.txt,0.0520731757975084,0.0889917864476385,0.0257971014492753,1.955688364590344,0.9973324914910874,0.5977896078079925,1.955688364590344,0.9973324914910874,0.5977896078079925,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
306,306,li etal,2010,hybrid solar electricity system.txt,0.0200952834354473,0.0711991803278688,0.0128694952744822,-0.276107691059378,0.4690122319783668,-0.2853150565928389,-0.276107691059378,0.4690122319783668,-0.2853150565928389,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
307,307,li etal,2012,Experimental study on the di.txt,0.0764243700667881,0.1037649590163935,0.0354640050966234,3.6552031013719466,1.4359959628685943,1.2581506666041795,,1.4359959628685943,1.2581506666041795,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
308,308,li etal,2016,feasible energy saving analysis.txt,0.0375232638758137,0.0739993348115299,0.0251379521765787,0.94022319042475,0.5521579124663846,0.5527621070174931,0.94022319042475,0.5521579124663846,0.5527621070174931,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
309,309,li etal,2016,Performance.txt,0.032545049703383,0.056393111111111,0.0134146341463414,0.5927844465445566,0.0293719522854864,-0.248075781666302,0.5927844465445566,0.0293719522854864,-0.248075781666302,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
310,310,li etal,2016,Thermal analysis.txt,0.0263053604986744,0.0368922480620155,0.0140315710348283,0.1573050347722416,-0.5496720032468447,-0.2059318737766857,0.1573050347722416,-0.5496720032468447,-0.2059318737766857,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
311,311,li etal,2019,Effect of design.txt,-0.0239018865995801,-0.0038912685337726,-0.0011457378551787,-3.3467512917121103,-1.7606670607829744,-1.2427171913826287,,-1.7606670607829744,-1.2427171913826287,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
312,312,li etal,2019,low power data.txt,0.026574736728992,0.113041914893617,0.0242867248290497,0.1761052984513402,1.7114589109915788,0.4946134574605333,0.1761052984513402,1.7114589109915788,0.4946134574605333,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
313,313,li,2020,Analysis on.txt,0.0198435846560846,0.1317519444444444,0.0258644925499016,-0.2936742128499144,2.267020451625051,0.6023931975598353,-0.2936742128499144,2.267020451625051,0.6023931975598353,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
314,314,lian etal,2016,Simultaneous synthes.txt,0.0071548271586812,0.0328343268242548,0.0107341383937128,-1.179245988912257,-0.6701648634262075,-0.4311845699482756,-1.179245988912257,-0.6701648634262075,-0.4311845699482756,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
315,315,liang and shi,2020,Efficiency evaluatio.txt,0.0319343295775813,0.1037696132596683,0.0468883205456095,0.5501611631699714,1.4361341624666883,2.0385632290055478,0.5501611631699714,1.4361341624666883,2.0385632290055478,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
316,316,liao and wang,2012,Performance based lo.txt,0.0349864073235632,0.0805146788990825,0.0321336760925449,0.7631712952292121,0.7456196378583607,1.030650769273949,0.7631712952292121,0.7456196378583607,1.030650769273949,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
317,317,lim etal,2013,Design config.txt,0.0283107524739323,0.0485864714086471,0.0164685908319185,0.2972650374434061,-0.2024325335646972,-0.0394553025578146,0.2972650374434061,-0.2024325335646972,-0.0394553025578146,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
318,318,lin etal,2011,Ammonia water absorption cycle.txt,0.0122104559659625,0.0275953744493392,-0.0028391806935712,-0.8264043349605391,-0.8257263736208738,-1.358398876704743,-0.8264043349605391,-0.8257263736208738,-1.358398876704743,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
319,319,lin etal,2018,Experimental study on im.txt,0.0436414621024447,0.1042528901734105,0.032451165721487,1.367223522881872,1.4504842235407136,1.0523389742228548,1.367223522881872,1.4504842235407136,1.0523389742228548,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
320,320,lin,2016,Stratum ventilation a low c.txt,0.0527820530687734,0.1018446680080481,0.0491440080563947,2.005162216088636,1.3789762864344777,2.1926527128025737,2.005162216088636,1.3789762864344777,2.1926527128025737,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
321,321,ling etal,2013,The numerical s.txt,-0.007848491529047,0.0568465608465608,0.0251517779705117,-2.2263552570844776,0.042836347568346,0.5537065682693386,-2.2263552570844776,0.042836347568346,0.5537065682693386,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
322,322,Lingen,2013,cycle.txt,0.0015663502109704,4.265822784809797e-05,-0.0353810264385692,-1.5692760968310515,-1.6438559992884925,-3.581382418828296,-1.5692760968310515,-1.6438559992884925,,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
323,323,lisha etal,2018,Structural rec.txt,0.0461505393359179,0.0534375979112271,0.0136336692353289,1.5423366482118428,-0.0583868330349501,-0.2331131577948003,1.5423366482118428,-0.0583868330349501,-0.2331131577948003,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
324,324,Liu etal,2009,comparative study.txt,0.0290059633561617,0.0285719576719576,0.0193599367838798,0.3457850864584272,-0.796728446159518,0.158056987192489,0.3457850864584272,-0.796728446159518,0.158056987192489,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
325,325,liu etal,2010,domestic biomas.txt,0.0446512698047129,0.0493422155688622,0.0137683328344806,1.4376998638917806,-0.1799920350698519,-0.2239140801830645,1.4376998638917806,-0.1799920350698519,-0.2239140801830645,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
326,326,Ma etal,2008,microencapsulated phase.txt,0.0126902283521377,0.0206248031496062,0.0139911634756995,-0.7929201357221339,-1.0327052733524265,-0.208692176299923,-0.7929201357221339,-1.0327052733524265,-0.208692176299923,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
327,327,maciel etal,2013,The impact.txt,-0.0078746678948291,0.0403895781637716,0.0133888185272299,-2.228182153905641,-0.445824914488529,-0.2498392863201036,-2.228182153905641,-0.445824914488529,-0.2498392863201036,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
328,328,madvar etal,2018,Analysis.txt,0.0346258866329288,0.1472361075544173,0.0277777777777777,0.7380098916498892,2.7267955412061444,0.7330926546922143,0.7380098916498892,,0.7330926546922143,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
329,329,Maheshwari etal,2009,performance analysis.txt,0.0179456864230082,0.1043382289416846,0.0118123523455956,-0.4261320291014264,1.4530182087195898,-0.3575301162732892,-0.4261320291014264,1.4530182087195898,-0.3575301162732892,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
330,330,maheshwari,2009,Performance.txt,0.0285129166226727,0.1064441056910568,0.0203905801263641,0.3113744460512018,1.5155485285187758,0.2284618193613559,0.3113744460512018,1.5155485285187758,0.2284618193613559,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
331,331,mahmood etal,2019,Energy.txt,0.0145343241037347,0.0349828068043742,0.0051546391752577,-0.6642172938319835,-0.6063695153465729,-0.8123287445322724,-0.6642172938319835,-0.6063695153465729,-0.8123287445322724,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
332,332,malakhov,2010,Economic.txt,0.0126572932487566,0.0877787804878048,0.0230574857864813,-0.7952187372993182,0.9613144051480323,0.4106422475181696,-0.7952187372993182,0.9613144051480323,0.4106422475181696,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
333,333,maleki,2018,Modeling and optimum design.txt,0.0377985565238854,0.063883552631579,0.0042007981516488,0.9594363718051668,0.2517874872172355,-0.8774870921533762,0.9594363718051668,0.2517874872172355,-0.8774870921533762,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
334,334,man etal,2010,Operation.txt,0.0064300936401175,0.0111463007159904,0.0030812324929971,-1.2298264771387613,-1.314152793283515,-0.9539663445292746,-1.2298264771387613,-1.314152793283515,-0.9539663445292746,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
335,335,marchetti,2010,Production.txt,0.0218211299332312,0.0285264540337711,0.0127298444130127,-0.1556576825722435,-0.7980795969562969,-0.2948548217654316,-0.1556576825722435,-0.7980795969562969,-0.2948548217654316,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
336,336,markus,2013,Advanced.txt,0.0096203116457386,0.0347661490683229,0.0084388185654008,-1.0071752817130366,-0.6128027871542847,-0.5879813983221482,-1.0071752817130366,-0.6128027871542847,-0.5879813983221482,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
337,337,marquiz,2013,analysis.txt,0.042579684403847,0.0966870813397128,0.0237020316027088,1.293120100027196,1.225830788313962,0.4546721637326926,1.293120100027196,1.225830788313962,0.4546721637326926,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
338,338,maslennikov etal,2010,Advanced.txt,0.0233770992850797,0.0384384364820847,0.0094701817251087,-0.0470637132496345,-0.5037606476057583,-0.5175273943314341,-0.0470637132496345,-0.5037606476057583,-0.5175273943314341,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
339,339,mattera etal,2018,Online Energy Simulator.txt,0.0259864626703798,0.0716177070063695,0.0179337829552421,0.1350485674827481,0.4814396482832089,0.0606342252987377,0.1350485674827481,0.4814396482832089,0.0606342252987377,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
340,340,mccarthy,2011,Comparison of the perfor.txt,0.0224312508797044,0.0211263917525773,0.0120068610634648,-0.1130762170275113,-1.01781147875559,-0.3442429265419215,-0.1130762170275113,-1.01781147875559,-0.3442429265419215,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
341,341,mehrabian,2010,wet heat exchangers.txt,0.0021977667035806,0.0175469220246238,0.02234382124943,-1.5252083758654416,-1.1240975597748897,0.3618907251584933,-1.5252083758654416,-1.1240975597748897,0.3618907251584933,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
342,342,mempouo,2010,Cod.txt,0.0391665698300859,0.1031846880907372,0.0410868124585818,1.0549125422258523,1.4187658345800926,1.6422532870920137,1.0549125422258523,1.4187658345800926,1.6422532870920137,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
343,343,meng etal,2010,Effects.txt,0.0148292351511667,0.0625407444668007,0.0071053005542134,-0.6436349081958681,0.2119151518597309,-0.6790760650237315,-0.6436349081958681,0.2119151518597309,-0.6790760650237315,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
344,344,meng etal,2010,Multiobjective analyses.txt,0.022731506575413,0.0496198664440734,0.0081658291457286,-0.092120818535901,-0.1717476788772817,-0.6066297255209347,-0.092120818535901,-0.1717476788772817,-0.6066297255209347,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
345,345,Michel Gueldry,2018,Climate.txt,0.0457668697227228,0.0496988095238095,0.0009795518550263,1.5155596386545374,-0.1694036024619328,-1.0975353819348166,1.5155596386545374,-0.1694036024619328,-1.0975353819348166,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
346,346,michelle,2013,A preliminary.txt,0.0116331356062715,0.0318241228070175,0.0170563961485557,-0.8666965870894914,-0.7001611014677281,0.0006985828455072,-0.8666965870894914,-0.7001611014677281,0.0006985828455072,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
347,347,mohamed,2011,Exploring.txt,0.0529836285279833,0.1152645161290323,0.0396484375,2.019230538968924,1.7774551598594246,1.543995681011954,2.019230538968924,1.7774551598594246,1.543995681011954,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
348,348,Mohammad etal,2020,wind farm.txt,0.0304953614502473,0.0475576319543509,0.0106207654275773,0.4497329249850219,-0.2329821182535174,-0.4389292516671875,0.4497329249850219,-0.2329821182535174,-0.4389292516671875,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
349,349,mohan ,2011,Parametric.txt,0.0231039645059125,0.0878742857142858,0.0287118977384464,-0.0661262929814155,0.964150265487974,0.7969038261668584,-0.0661262929814155,0.964150265487974,0.7969038261668584,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
350,350,Mohan etal,2008,air cooled hydrogen storage.txt,0.0405643132493929,0.0083902050113895,0.0178082191780821,1.1524636320444186,-1.3959902255345868,0.0520567705255574,1.1524636320444186,-1.3959902255345868,0.0520567705255574,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
351,351,mohan,2009,The performance.txt,0.0381178856985308,0.0365950537634408,0.0148923324612598,0.981722943551621,-0.5584966671489034,-0.1471319366235811,0.981722943551621,-0.5584966671489034,-0.1471319366235811,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
352,352,mojahedi etal,2020,Designing p.txt,0.0009595527324285,0.0719873638344226,0.0011250703168948,-1.6116256114224112,0.492415960017029,-1.087594791952809,-1.6116256114224112,0.492415960017029,-1.087594791952809,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
353,353,Mojtaba,2018,natural.txt,0.025708565468348,0.0589225217391303,0.0309352517985611,0.1156536094802502,0.1044783684233982,0.9487845622098768,0.1156536094802502,0.1044783684233982,0.9487845622098768,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
354,354,molero,2013,Towards.txt,0.037330808080808,0.0738827272727273,0.0253623188405797,0.926791345720368,0.5486954559410926,0.5680889389797487,0.926791345720368,0.5486954559410926,0.5680889389797487,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
355,355,mortazavi etal,2019,Analysis.txt,0.0344158002369175,0.217247702060222,0.030970815961882,0.7233475748012614,4.805667153898538,0.9512140049148576,0.7233475748012614,,0.9512140049148576,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
356,356,moustafa etal,2018,Roof geometry.txt,0.055723013736994,0.0912059210526315,0.0284280936454849,2.2104172824588897,1.063077338605208,0.7775167319994167,2.2104172824588897,1.063077338605208,0.7775167319994167,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
357,357,Mudie etal,2013,comercial kitchen.txt,0.0299248304772294,0.0791646464646464,0.0165536497806142,0.4099145166674716,0.705532790472953,-0.0336447949258033,0.4099145166674716,0.705532790472953,-0.0336447949258033,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
358,358,mukherijee,2012,Estimation.txt,0.0230771092051579,0.1237491869918699,0.0170603674540682,-0.0680005739258491,2.0293925928560257,0.0009698688341474,-0.0680005739258491,2.0293925928560257,0.0009698688341474,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
359,359,mumith,2016,Design.txt,0.0411787641100506,0.1177040935672514,0.0188423274042809,1.1953472902818016,1.849894136847131,0.1226982942310108,1.1953472902818016,1.849894136847131,0.1226982942310108,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
360,360,Newton etal,2011,nanoparticle.txt,0.038836926459209,0.0661978260869565,0.0291767974991316,1.0319061237113274,0.3205057820132916,0.8286618439768747,1.0319061237113274,0.3205057820132916,0.8286618439768747,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
361,361,niu etal,2010,Experimental study on a CO2.txt,0.0221801222281991,0.011396449704142,0.0157008278618327,-0.1306029485439127,-1.306725057433721,-0.0919023720979606,-0.1306029485439127,-1.306725057433721,-0.0919023720979606,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
362,362,Noro and Lazzarin,2017,heat pump system.txt,0.0281106693955299,0.0734709163346613,0.018185451638689,0.2833008705707135,0.5364674517800031,0.0778261002081773,0.2833008705707135,0.5364674517800031,0.0778261002081773,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
363,363,nwanya,2011,Climatechange.txt,0.0160774566774566,0.0293802162162162,0.0025882787946015,-0.55651922691801,-0.772728625055089,-0.9876407699797984,-0.55651922691801,-0.772728625055089,-0.9876407699797984,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
364,364,nygard,2012,Review.txt,0.0346036759685953,0.0411568100358422,0.0109223300970873,0.7364597684431525,-0.4230433085208478,-0.4183289051945315,0.7364597684431525,-0.4230433085208478,-0.4183289051945315,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
365,365,oleg,2010,autonomous energy systems.txt,0.0070529807371233,0.1391448347107437,0.0035814786390381,-1.186354038415378,2.4865393730100704,-0.9197937607620914,-1.186354038415378,,-0.9197937607620914,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
366,366,Oleivera,2007,towards a renewable future.txt,0.0307786159918513,0.1379197058823529,0.0246153846153846,0.4695017815919274,2.450161319328954,0.5170647130440477,0.4695017815919274,,0.5170647130440477,31493.742,4.696,2.98,910.212,1244213.89,12811.338,601452.662,1.91,
367,367,oliveira,2016,Anovel.txt,0.0427996747520557,0.1100955555555556,0.044018817204301,1.308473631956508,1.6239719335570166,1.8425430415895403,1.308473631956508,1.6239719335570166,1.8425430415895403,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
368,368,oliveira,2017,GHG.txt,0.0248958226553854,0.098264845173042,0.0216279984270546,0.0589307903622639,1.2726797205200235,0.3129917670082349,0.0589307903622639,1.2726797205200235,0.3129917670082349,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
369,369,omar and shaari,2009,Sizing verification.txt,0.0274774846365755,0.0444454545454545,0.0205908683974932,0.2391097390373371,-0.3253927727270538,0.2421438192666279,0.2391097390373371,-0.3253927727270538,0.2421438192666279,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
370,370,ong,2011,Experimental.txt,0.0065345361047608,0.0238550561797752,0.0033393269971744,-1.2225372450031922,-0.9367885702172744,-0.9363355119208728,-1.2225372450031922,-0.9367885702172744,-0.9363355119208728,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
371,371,ong,2014,Reverseflow.txt,0.0030542968222824,0.0311330935251798,0.003880266075388,-1.4654295599628724,-0.7206800050535114,-0.8993831313588335,-1.4654295599628724,-0.7206800050535114,-0.8993831313588335,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
372,372,ong,2016,Performance.txt,0.0275353340416816,0.0261265625,-0.0014760147601476,0.2431471556586646,-0.8693401705557728,-1.265278914827653,0.2431471556586646,-0.8693401705557728,-1.265278914827653,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
